title,acronym,ordinal,city,country,startDate,endDate,year,wikiCfpid,dblpid,seriesTitle,url,describedAtUrl
"Artificial Intelligence and Soft Computing, 10th International Conference, ICAISC 2010, Zakopane, Poland, June 13-17, 2010",ICAISC 2010,10.0,,Poland,2010-06-13,2010-06-17,2010.0,,,International Conference on Artificial Intelligence and Soft Computing,http://www.wikidata.org/entity/Q106244160,https://dblp.org/db/conf/icaisc/icaisc2010-1.html
"Fifth International Conference on Artificial Intelligence and Law, ICAIL '95, College Park, Maryland, USA, May 21-24, 1995",ICAIL 1995,5.0,,United States of America,1995-05-21,1995-05-24,1995.0,,,International Conference on Artificial Intelligence and Law,http://www.wikidata.org/entity/Q106244150,https://dblp.org/db/conf/icail/icail95.html
"Third International Conference on Artificial Intelligence Planning Systems, Edinburgh, Scotland, May 29-31, 1996",AIPS 1996,3.0,Edinburgh,United Kingdom,1996-05-29,1996-05-31,1996.0,,,International Conference on Automated Planning and Scheduling,http://www.wikidata.org/entity/Q106244176,https://dblp.org/db/conf/aips/aips1996.html
"Second International Conference on Artificial Intelligence for Industries, AI4I 2019, Laguna Hills, CA, USA, September 25-27, 2019",AI4I 2019,2.0,,United States of America,2019-09-25,2019-09-27,2019.0,,,International Conference on Artificial Intelligence for Industries,http://www.wikidata.org/entity/Q106244163,https://dblp.org/db/conf/ai4i/ai4i2019.html
"Artificial Intelligence and Soft Computing - 11th International Conference, ICAISC 2012, Zakopane, Poland, April 29-May 3, 2012",ICAISC 2012,11.0,,Poland,2012-04-29,2012-05-03,2012.0,,,International Conference on Artificial Intelligence and Soft Computing,http://www.wikidata.org/entity/Q106244159,https://dblp.org/db/conf/icaisc/icaisc2012-1.html
"Artificial Intelligence and Soft Computing - ICAISC 2008, 9th International Conference, Zakopane, Poland, June 22-26, 2008",ICAISC 2008,9.0,,Poland,2008-06-22,2008-06-26,2008.0,,,International Conference on Artificial Intelligence and Soft Computing,http://www.wikidata.org/entity/Q106244161,https://dblp.org/db/conf/icaisc/icaisc2008.html
"Artificial Intelligence and Security - 6th International Conference, ICAIS 2020, Hohhot, China, July 17-20, 2020",ICAIS 2020,6.0,,People's Republic of China,2020-07-17,2020-07-20,2020.0,,,International Conference on Artificial Intelligence and Security,http://www.wikidata.org/entity/Q106244151,https://dblp.org/db/conf/icccsec/icais2020-1.html
"Artificial Intelligence in Education - 18th International Conference, AIED 2017, Wuhan, China, June 28 - July 1, 2017",AIED 2017,18.0,Wuhan,People's Republic of China,2017-06-28,2017-07-01,2017.0,,,International Conference on Artificial Intelligence in Education,http://www.wikidata.org/entity/Q106244164,https://dblp.org/db/conf/aied/aied2017.html
"Artificial Intelligence and Soft Computing - 12th International Conference, ICAISC 2013, Zakopane, Poland, June 9-13, 2013",ICAISC 2013,12.0,,Poland,2013-06-09,2013-06-13,2013.0,,,International Conference on Artificial Intelligence and Soft Computing,http://www.wikidata.org/entity/Q106244158,https://dblp.org/db/conf/icaisc/icaisc2013-1.html
Conference for Digital Data Transmission in Amateur Radio,IPRT,,Frankfurt am Main,Germany,1984-01-01,2013-01-01,1984.0,,,,http://www.wikidata.org/entity/Q1654334,
11th International Conference on Chemical Structures,ICCS2018,11.0,Noordwijkerhout,Kingdom of the Netherlands,2018-05-27,2018-05-31,2018.0,,,International Conference on Chemical Structures,http://www.wikidata.org/entity/Q47501229,
Conference for Digital Data Transmission in Amateur Radio,IPRT,,,Germany,1984-01-01,2013-01-01,1984.0,,,,http://www.wikidata.org/entity/Q1654334,
13th International Conference on Computational Semantics,IWCS 2019,13.0,,Sweden,2019-05-23,2019-05-27,2019.0,,,International Conference on Computational Semantics,http://www.wikidata.org/entity/Q57417865,
Asilomar Conference on Recombinant DNA,,,,United States of America,,,,,,,http://www.wikidata.org/entity/Q861711,
"3rd Joint Symposium on Computational Aesthetics, Sketch-Based Interfaces and Modeling, and Non-Photorealistic Animation and Rendering, Expressive 2014, Vancouver, BC, Canada, August 8-10, 2014",Expressive 2014,3.0,Vancouver,Canada,2014-08-08,2014-08-10,2014.0,,,ACM/Eurographics Expressive Symposium,http://www.wikidata.org/entity/Q106330423,http://expressive2014.mpi-inf.mpg.de/
2nd Conference on Automated Knowledge Base Construction,,,,United States of America,,,,,,,http://www.wikidata.org/entity/Q63975549,
Conferência Luso-Brasileira sobre Acesso Aberto,,,,,,,,,,,http://www.wikidata.org/entity/Q47904349,
"Gender, Time and Memory",,,,United Kingdom,2011-01-06,2011-01-08,2011.0,,,Gender and Medieval Studies Conference,http://www.wikidata.org/entity/Q98605430,
Gender and Punishment,,,,United Kingdom,2012-01-11,2012-01-13,2012.0,,,Gender and Medieval Studies Conference,http://www.wikidata.org/entity/Q98602742,
"20th Conference on Innovations in Clouds, Internet and Networks, ICIN 2017, Paris, France, March 7-9, 2017",ICIN 2017,20.0,Paris,France,2017-03-07,2017-03-09,2017.0,,,"Conference on Innovation in Clouds, Internet and Networks",http://www.wikidata.org/entity/Q106331861,https://dblp.org/db/conf/icin/icin2017.html
"9th Conference on Telecommunications Internet and Media Techno Economics, CTTE 2010, Ghent, Belgium, June 7-9, 2010",CTTE 2010,9.0,,Belgium,2010-06-07,2010-06-09,2010.0,,,"Conference of Telecommunication, Media and Internet Techno-Economics",http://www.wikidata.org/entity/Q106331791,https://dblp.org/db/conf/ctte/ctte2010.html
Biographical Data in a Digital World 2015,BD2015,,Amsterdam,Kingdom of the Netherlands,,,,,,,http://www.wikidata.org/entity/Q42741015,
The 27th International Conference on Computational Linguistics,COLING 2018,,,United States of America,2018-08-20,2018-08-25,2018.0,,,International Conference on Computational Linguistics,http://www.wikidata.org/entity/Q47520090,
"Convegno internazionale di diritto romano (2008 : Copanello, Italy)",,,,,2008-06-04,2008-06-07,2008.0,,,,http://www.wikidata.org/entity/Q97362071,
15th International Digital Curation Conference,IDCC20,,Dublin,United States of America,2019-10-15,2019-10-17,2019.0,,,,http://www.wikidata.org/entity/Q65008229,
Ayrshire Castles - From Kings to Covenanters,,,,United Kingdom,2019-10-05,2019-10-05,2019.0,,,,http://www.wikidata.org/entity/Q71449062,
The 3rd Annual International Conference on Computational Social Science,IC2S2 2017,3.0,,Germany,2017-07-10,2017-07-13,2017.0,,,Annual International Conference on Computational Social Science,http://www.wikidata.org/entity/Q73641816,
15th International Conference of the Metabolomics Society,,,,Kingdom of the Netherlands,2019-06-23,2019-06-27,2019.0,,,,http://www.wikidata.org/entity/Q64811472,
"15th International Conference on Quantum Communication, Measurement and Computing",QCMC 2022,15.0,Lisbon,Portugal,2022-07-11,2022-07-15,2022.0,,,"International Conference on Quantum Communication, Measurement and Computing (QCMC)",http://www.wikidata.org/entity/Q67370691,
Recent Advances in Natural Language Processing 2019,RANLP 2019,,,Bulgaria,2019-08-31,2019-09-06,2019.0,,,,http://www.wikidata.org/entity/Q55220257,
56th Annual Meeting of the Association for Computational Linguistics,ACL 2018,56.0,Melbourne,Australia,2018-07-15,2018-07-20,2018.0,67104.0,,Annual Meeting of the Association for Computational Linguistics,http://www.wikidata.org/entity/Q48619834,
42nd European Conference on Information Retrieval,ECIR 2020,42.0,,Portugal,2020-04-14,2020-04-17,2020.0,,,European Conference on Information Retrieval,http://www.wikidata.org/entity/Q64955764,
The 15th Asia Information Retrieval Societies Conference,AIRS 2019,,Hong Kong,People's Republic of China,2019-11-07,2019-11-09,2019.0,,,,http://www.wikidata.org/entity/Q65028819,
11th meeting of the Forum for Information Retrieval Evaluation,FIRE 2019,,,India,2019-12-12,2019-12-15,2019.0,,,,http://www.wikidata.org/entity/Q64831456,
42nd European Conference on Information Retrieval,ECIR 2020,42.0,Lisbon,Portugal,2020-04-14,2020-04-17,2020.0,,,European Conference on Information Retrieval,http://www.wikidata.org/entity/Q64955764,
ELAG 1992,,,,,1992-04-01,1992-04-03,1992.0,,,,http://www.wikidata.org/entity/Q24406494,
CSCW 2015,CSCW 2015,18.0,Vancouver,Canada,2015-03-14,2015-03-18,2015.0,,,Computer Supported Cooperative Work,http://www.wikidata.org/entity/Q21682684,https://dblp.org/db/conf/cscw/cscw2015.html
Waiting for the End of the World: Disaster & Risk in Medieval Europe,,,,United Kingdom,2016-12-02,2016-12-04,2016.0,,,Society for Medieval Archaeology Annual Conference,http://www.wikidata.org/entity/Q67147034,
"Grave Concerns: Death, Landscape, and Locality in Medieval Society",,,,United Kingdom,2018-07-13,2018-07-15,2018.0,,,Society for Medieval Archaeology Annual Conference,http://www.wikidata.org/entity/Q67080999,
World Forestry Congress,,,Paris,France,,,,,,,http://www.wikidata.org/entity/Q8035745,
World Forestry Congress,,,Seattle,United States of America,,,,,,,http://www.wikidata.org/entity/Q8035745,
4th Annual International Conference on Computational Social Science,IC2S2,4.0,,United States of America,2018-07-12,2018-07-15,2018.0,,,Annual International Conference on Computational Social Science,http://www.wikidata.org/entity/Q47482917,
World Forestry Congress,,,,,,,,,,,http://www.wikidata.org/entity/Q8035745,
Cognitive Computational Neuroscience (CCN) Annual Meeting,,,,,,,,,,,http://www.wikidata.org/entity/Q29000748,
World Forestry Congress,,,Helsinki,Finland,,,,,,,http://www.wikidata.org/entity/Q8035745,
World Forestry Congress,,,Madrid,Spain,,,,,,,http://www.wikidata.org/entity/Q8035745,
World Forestry Congress,,,Seoul,South Korea,,,,,,,http://www.wikidata.org/entity/Q8035745,
World Forestry Congress,,,Rome,Italy,,,,,,,http://www.wikidata.org/entity/Q8035745,
World Forestry Congress,,,Pest,Hungary,,,,,,,http://www.wikidata.org/entity/Q8035745,
International Conference on Computer Communications,,1.0,,,1972-10-24,1972-10-26,1972.0,,,International Conference on Computer Communication,http://www.wikidata.org/entity/Q6049601,
2010 Caenorhabditis elegans Neurobiology Meeting,,,,United States of America,2010-06-27,2010-06-30,2010.0,,,,http://www.wikidata.org/entity/Q56192254,
The 5th International Semantic Web Conference,ISWC 2006,5.0,Athens,Greece,2006-11-05,2006-11-09,2006.0,,conf/semweb/2006,International Semantic Web Conference,http://www.wikidata.org/entity/Q48026926,
2nd International Semantic Web Conference,ISWC 2003,2.0,,United States of America,2003-10-20,2003-10-23,2003.0,,,International Semantic Web Conference,http://www.wikidata.org/entity/Q48027371,
The 18th International Semantic Web Conference,ISWC 2019,16.0,,New Zealand,2019-10-26,2019-10-30,2019.0,,,International Semantic Web Conference,http://www.wikidata.org/entity/Q48027931,
ESWC 2018,ESWC 2018,15.0,Royal,United States of America,2018-06-03,2018-06-07,2018.0,70313.0,conf/esws/2018,Extended Semantic Web Conference,http://www.wikidata.org/entity/Q50290385,
ESWC 2011,ESWC 2011,8.0,Royal,United States of America,2011-05-29,2011-06-04,2011.0,11425.0,conf/esws/2011-1,Extended Semantic Web Conference,http://www.wikidata.org/entity/Q53673489,
SEMANTiCS 2019,,,Karlsruhe,Germany,2019-09-09,2019-09-12,2019.0,,conf/i-semantics/2019,SEMANTiCS,http://www.wikidata.org/entity/Q59917009,
The 18th International Semantic Web Conference,ISWC 2019,16.0,,New Zealand,2019-10-26,2019-10-30,2019.0,,conf/semweb/2019-1,International Semantic Web Conference,http://www.wikidata.org/entity/Q48027931,
3rd International Semantic Web Conference,ISWC 2004,3.0,,Japan,2004-11-07,2004-11-11,2004.0,,conf/semweb/2004,International Semantic Web Conference,http://www.wikidata.org/entity/Q48027214,
The 5th International Semantic Web Conference,ISWC 2006,5.0,,United States of America,2006-11-05,2006-11-09,2006.0,,conf/semweb/2006,International Semantic Web Conference,http://www.wikidata.org/entity/Q48026926,
ESWC 2019,ESWC 2019,16.0,,Slovenia,2019-06-02,2019-06-06,2019.0,,conf/esws/2019s,Extended Semantic Web Conference,http://www.wikidata.org/entity/Q59620529,
ESWC 2018,ESWC 2018,15.0,Royal,United States of America,2018-06-03,2018-06-07,2018.0,70313.0,conf/esws/2018s,Extended Semantic Web Conference,http://www.wikidata.org/entity/Q50290385,
1st International Semantic Web Conference,ISWC 2002,1.0,,Italy,2002-06-09,2002-06-12,2002.0,,,International Semantic Web Conference,http://www.wikidata.org/entity/Q48027575,
ESWC 2019,ESWC 2019,16.0,,Slovenia,2019-06-02,2019-06-06,2019.0,,conf/esws/2019,Extended Semantic Web Conference,http://www.wikidata.org/entity/Q59620529,
SEMANTiCS 2019,,,Karlsruhe,Germany,2019-09-09,2019-09-12,2019.0,,,SEMANTiCS,http://www.wikidata.org/entity/Q59917009,
ICASSP 2015,ICASSP 2015,,,Australia,2014-04-19,2014-04-24,2014.0,35367.0,,"International Conference on Acoustics, Speech, and Signal Processing",http://www.wikidata.org/entity/Q75937248,
Farming Hunters or Hunting Farmers,,,,United Kingdom,1994-10-15,1994-10-15,1994.0,,,,http://www.wikidata.org/entity/Q93504457,
"HSLACON 2019, 2nd National Conference on Emerging Trends and Technologies in Library and Information Science",HSLACON 2019,,,India,2019-06-09,2019-06-09,2019.0,,,,http://www.wikidata.org/entity/Q84357673,
Design and Destiny: Arts and Crafts of the Iron Age,,,,United Kingdom,2018-10-20,2018-10-20,2018.0,,,,http://www.wikidata.org/entity/Q94579915,
European RFMF Metabomeeting 2020,,,,,2020-01-22,2020-01-24,2020.0,,,,http://www.wikidata.org/entity/Q82457634,
20th Annual Meeting of the Special Interest Group on Discourse and Dialogue,SIGDIAL 2019,20.0,,Sweden,2019-09-11,2019-09-13,2019.0,,,Annual Meeting of the Special Interest Group on Discourse and Dialogue,http://www.wikidata.org/entity/Q57171737,
"29th on Hypertext and Social Media, HT 2018, Baltimore, MD, USA, July 09-12, 2018",HT 2018,29.0,Baltimore,United States of America,2018-07-09,2018-07-12,2018.0,,,ACM Conference on Hypertext and Social Media,http://www.wikidata.org/entity/Q106330298,https://dblp.org/db/conf/ht/ht2018.html
"SESPSDE'86: ACM SIGSOFT/SIGPLAN Software Engineering Symposium on Practical Software Development Environments, Palo Alto, CA, USA, December 9-11, 1986",SDE 1986,2.0,,United States of America,1986-12-09,1986-12-11,1986.0,,,ACM SIGSOFT/SIGPLAN Software Engineering Symposium on Practical Software Development Environments,http://www.wikidata.org/entity/Q106330412,https://dblp.org/db/conf/sde/sde1986.html
"16th ACM SIGSOFT International Symposium on Foundations of Software Engineering, 2008, Atlanta, Georgia, USA, November 9-14, 2008",SIGSOFT FSE 2008,16.0,Atlanta,United States of America,2008-11-09,2008-11-14,2008.0,,,ACM SIGSOFT Conference on the Foundations of Software Engineering,http://www.wikidata.org/entity/Q106330405,https://dblp.org/db/conf/sigsoft/fse2008.html
"14th ACM SIGSOFT International Symposium on Foundations of Software Engineering, FSE 2006, Portland, Oregon, USA, November 5-11, 2006",SIGSOFT FSE 2006,14.0,Portland,United States of America,2006-11-05,2006-11-11,2006.0,,,ACM SIGSOFT Conference on the Foundations of Software Engineering,http://www.wikidata.org/entity/Q106330406,https://dblp.org/db/conf/sigsoft/fse2006.html
The 17th Annual Conference of the North American Chapter of the Association  for Computational Linguistics: Human Language Technologies,NAACL-HLT 2019,,,United States of America,2019-06-02,2019-06-07,2019.0,,,Human Language Technology: Conference of the North American Chapter of the Association of Computational Linguistics,http://www.wikidata.org/entity/Q56571124,
The 15th Conference of the European Chapter of the Association for Computational Linguistics,EACL 2017,15.0,Valencia,Spain,2017-04-03,2017-04-07,2017.0,,,Conference of the European Chapter of the Association for Computational Linguistics,http://www.wikidata.org/entity/Q56558032,
